Input,Output,ObservedProb,ExpectedProb
ribef+PL_0,ribefson,1.0,0.23103192402243714
ribef+PL_1,ribefson,1.0,0.23103192402243714
ribef+PL_2,ribefson,1.0,0.23103192402243714
ribef+PL_3,ribefson,1.0,0.23103192402243714
ribef+PL_4,ribefson,1.0,0.23103192402243714
ribef+PL_5,ribefson,1.0,0.23103192402243714
bitek+PL_0,bitekka,1.0,0.7689680759775629
bitek+PL_1,bitekka,1.0,0.7689680759775629
bitek+PL_2,bitekka,1.0,0.7689680759775629
bitek+PL_3,bitekka,1.0,0.7689680759775629
bitek+PL_4,bitekka,1.0,0.7689680759775629
bitek+PL_5,bitekka,1.0,0.7689680759775629
bitek+PL_0,bitekson,0.0,0.23103192402243714
bitek+PL_1,bitekson,0.0,0.23103192402243714
bitek+PL_2,bitekson,0.0,0.23103192402243714
bitek+PL_3,bitekson,0.0,0.23103192402243714
bitek+PL_4,bitekson,0.0,0.23103192402243714
bitek+PL_5,bitekson,0.0,0.23103192402243714
finok+PL_0,finokka,0.0,0.7689680759775629
finok+PL_1,finokka,0.0,0.7689680759775629
finok+PL_2,finokka,0.0,0.7689680759775629
finok+PL_3,finokka,0.0,0.7689680759775629
finok+PL_4,finokka,0.0,0.7689680759775629
finok+PL_0,finokson,1.0,0.23103192402243714
finok+PL_1,finokson,1.0,0.23103192402243714
finok+PL_2,finokson,1.0,0.23103192402243714
finok+PL_3,finokson,1.0,0.23103192402243714
finok+PL_4,finokson,1.0,0.23103192402243714
zobek+PL_0,zobekson,0.0,0.23103192402243714
zobek+PL_1,zobekson,0.0,0.23103192402243714
zobek+PL_2,zobekson,0.0,0.23103192402243714
zobek+PL_3,zobekson,0.0,0.23103192402243714
zobek+PL_4,zobekson,0.0,0.23103192402243714
zobek+PL_5,zobekson,0.0,0.23103192402243714
zobek+PL_6,zobekson,0.0,0.23103192402243714
zobek+PL_7,zobekson,0.0,0.23103192402243714
zobek+PL_8,zobekson,0.0,0.23103192402243714
zobek+PL_9,zobekson,0.0,0.23103192402243714
zobek+PL_10,zobekson,0.0,0.23103192402243714
zobek+PL_11,zobekson,0.0,0.23103192402243714
zobek+PL_12,zobekson,0.0,0.23103192402243714
zobek+PL_13,zobekson,0.0,0.23103192402243714
zobek+PL_14,zobekson,0.0,0.23103192402243714
zobek+PL_15,zobekson,0.0,0.23103192402243714
zobek+PL_16,zobekson,0.0,0.23103192402243714
zobek+PL_17,zobekson,0.0,0.23103192402243714
zobek+PL_18,zobekson,0.0,0.23103192402243714
zobek+PL_19,zobekson,0.0,0.23103192402243714
zobek+PL_0,zobekka,1.0,0.7689680759775629
zobek+PL_1,zobekka,1.0,0.7689680759775629
zobek+PL_2,zobekka,1.0,0.7689680759775629
zobek+PL_3,zobekka,1.0,0.7689680759775629
zobek+PL_4,zobekka,1.0,0.7689680759775629
zobek+PL_5,zobekka,1.0,0.7689680759775629
zobek+PL_6,zobekka,1.0,0.7689680759775629
zobek+PL_7,zobekka,1.0,0.7689680759775629
zobek+PL_8,zobekka,1.0,0.7689680759775629
zobek+PL_9,zobekka,1.0,0.7689680759775629
zobek+PL_10,zobekka,1.0,0.7689680759775629
zobek+PL_11,zobekka,1.0,0.7689680759775629
zobek+PL_12,zobekka,1.0,0.7689680759775629
zobek+PL_13,zobekka,1.0,0.7689680759775629
zobek+PL_14,zobekka,1.0,0.7689680759775629
zobek+PL_15,zobekka,1.0,0.7689680759775629
zobek+PL_16,zobekka,1.0,0.7689680759775629
zobek+PL_17,zobekka,1.0,0.7689680759775629
zobek+PL_18,zobekka,1.0,0.7689680759775629
zobek+PL_19,zobekka,1.0,0.7689680759775629
fabem+PL_0,fabemson,0.0,0.23103192402243714
fabem+PL_1,fabemson,0.0,0.23103192402243714
fabem+PL_2,fabemson,0.0,0.23103192402243714
fabem+PL_3,fabemson,0.0,0.23103192402243714
fabem+PL_4,fabemson,0.0,0.23103192402243714
fabem+PL_5,fabemson,0.0,0.23103192402243714
fabem+PL_6,fabemson,0.0,0.23103192402243714
fabem+PL_7,fabemson,0.0,0.23103192402243714
fabem+PL_8,fabemson,0.0,0.23103192402243714
fabem+PL_9,fabemson,0.0,0.23103192402243714
fabem+PL_10,fabemson,0.0,0.23103192402243714
fabem+PL_11,fabemson,0.0,0.23103192402243714
fabem+PL_12,fabemson,0.0,0.23103192402243714
fabem+PL_13,fabemson,0.0,0.23103192402243714
fabem+PL_14,fabemson,0.0,0.23103192402243714
fabem+PL_15,fabemson,0.0,0.23103192402243714
fabem+PL_0,fabemka,1.0,0.7689680759775629
fabem+PL_1,fabemka,1.0,0.7689680759775629
fabem+PL_2,fabemka,1.0,0.7689680759775629
fabem+PL_3,fabemka,1.0,0.7689680759775629
fabem+PL_4,fabemka,1.0,0.7689680759775629
fabem+PL_5,fabemka,1.0,0.7689680759775629
fabem+PL_6,fabemka,1.0,0.7689680759775629
fabem+PL_7,fabemka,1.0,0.7689680759775629
fabem+PL_8,fabemka,1.0,0.7689680759775629
fabem+PL_9,fabemka,1.0,0.7689680759775629
fabem+PL_10,fabemka,1.0,0.7689680759775629
fabem+PL_11,fabemka,1.0,0.7689680759775629
fabem+PL_12,fabemka,1.0,0.7689680759775629
fabem+PL_13,fabemka,1.0,0.7689680759775629
fabem+PL_14,fabemka,1.0,0.7689680759775629
fabem+PL_15,fabemka,1.0,0.7689680759775629
remoz+PL_0,remozka,1.0,0.7689680759775629
remoz+PL_1,remozka,1.0,0.7689680759775629
remoz+PL_2,remozka,1.0,0.7689680759775629
remoz+PL_3,remozka,1.0,0.7689680759775629
remoz+PL_4,remozka,1.0,0.7689680759775629
remoz+PL_0,remozson,0.0,0.23103192402243714
remoz+PL_1,remozson,0.0,0.23103192402243714
remoz+PL_2,remozson,0.0,0.23103192402243714
remoz+PL_3,remozson,0.0,0.23103192402243714
remoz+PL_4,remozson,0.0,0.23103192402243714
zasif+PL_0,zasifka,1.0,0.7689680759775629
zasif+PL_1,zasifka,1.0,0.7689680759775629
zasif+PL_2,zasifka,1.0,0.7689680759775629
zasif+PL_3,zasifka,1.0,0.7689680759775629
zasif+PL_4,zasifka,1.0,0.7689680759775629
zasif+PL_0,zasifson,0.0,0.23103192402243714
zasif+PL_1,zasifson,0.0,0.23103192402243714
zasif+PL_2,zasifson,0.0,0.23103192402243714
zasif+PL_3,zasifson,0.0,0.23103192402243714
zasif+PL_4,zasifson,0.0,0.23103192402243714
nerun+PL_0,nerunka,0.0,0.7689680759775629
